STATE,NAME,YEAR,AVG,G,PA,AB,R,RBI,H,1B,2B,3B,HR,TB,EB,BB,IBB,HBP,SO,GIDP,SAC,SF,SB,CS,OBP,SLG,TA,G/F,KBB
°h§Ð,¥C©÷ºa,2006,0.228,81,269,241,23,29,55,38,12,0,5,82,17,16,0,7,54,4,2,3,0,1,0.292,0.34,0.632,1.141,0.43
°h§Ð,·¨ºÍ´¼,2006,0.263,80,302,266,29,17,70,63,7,0,0,77,7,24,0,2,30,5,8,2,6,2,0.327,0.289,0.616,2.259,0.87
°h§Ð,±i«Ø»Ê,2006,0.284,79,341,310,48,20,88,70,13,3,2,113,18,17,0,7,39,1,7,0,3,3,0.335,0.365,0.7,1.969,0.62
°h§Ð,¤ý«H¥Á,2006,0.346,78,294,266,33,38,92,73,17,1,1,114,19,13,1,2,50,2,12,1,1,3,0.379,0.429,0.808,1.283,0.3
°h§Ð,³¯·ç®¶,2006,0.31,78,311,281,32,27,87,73,13,1,0,102,14,21,0,1,34,8,7,1,0,0,0.359,0.363,0.722,2.111,0.65
°h§Ð,±i®a¯E,2006,0.234,78,292,256,38,20,60,52,2,5,1,75,8,18,0,2,38,1,16,0,6,6,0.29,0.293,0.583,1.719,0.53
°h§Ð,¶À¶Q¸Î,2006,0.227,78,260,238,33,37,54,31,12,3,8,96,23,17,0,1,54,3,3,1,4,0,0.28,0.403,0.683,1.094,0.33
°h§Ð,¾HãÂ¶§,2006,0.244,77,263,234,25,27,57,44,11,2,0,72,13,12,2,2,24,3,14,1,2,2,0.285,0.308,0.593,1.754,0.58
°h§Ð,³¯·ç©÷,2006,0.243,75,226,202,16,19,49,38,10,0,1,62,11,13,0,3,29,8,7,1,2,0,0.297,0.307,0.604,1.87,0.55
°h§Ð,¦¶ÂE´Ë,2006,0.229,75,225,201,33,8,46,37,6,1,2,60,9,13,0,6,30,5,5,0,1,3,0.295,0.299,0.594,1.241,0.63
°h§Ð,½±´¼Áo,2006,0.307,73,205,189,14,23,58,45,10,1,2,76,13,8,0,1,37,7,5,2,0,0,0.335,0.402,0.737,1.73,0.24
°h§Ð,¼B¯ÕªY,2006,0.158,73,239,209,22,16,33,26,5,0,2,44,7,17,0,1,43,1,10,2,6,1,0.223,0.211,0.434,1.589,0.42
°h§Ð,°ªÞ³,2006,0.273,72,261,227,23,14,62,48,13,1,0,77,14,19,0,3,33,8,9,3,0,1,0.333,0.339,0.672,1,0.67
°h§Ð,¸ô©ö,2006,0.239,72,298,272,29,31,65,54,5,1,5,87,11,21,1,4,54,8,1,0,6,5,0.303,0.32,0.623,1.525,0.46
°h§Ð,°ª«T±j,2006,0.236,69,249,220,27,32,52,38,9,0,5,76,14,22,0,3,42,4,2,2,1,1,0.312,0.345,0.657,1.453,0.6
°h§Ð,´¿´­§Ó,2006,0.235,66,153,136,3,12,32,27,4,0,1,39,5,13,0,2,20,4,1,1,0,0,0.309,0.287,0.596,1.606,0.75
°h§Ð,³¯¹Å§»,2006,0.233,66,231,210,30,18,49,33,13,1,2,70,16,10,1,6,39,3,2,3,2,2,0.284,0.333,0.617,1.352,0.41
°h§Ð,³¯©v¨j,2006,0.195,61,91,77,5,5,15,11,4,0,0,19,4,6,0,2,7,3,5,1,0,0,0.267,0.247,0.514,1.905,1.14
°h§Ð,´ö©i,2006,0.284,60,249,222,21,29,63,47,10,1,5,90,16,18,1,7,39,6,0,2,6,5,0.353,0.405,0.758,1.49,0.64
°h§Ð,§d¨Îºa,2006,0.203,59,93,79,15,7,16,15,1,0,0,17,1,8,0,0,11,0,6,0,4,1,0.276,0.215,0.491,1.231,0.73
°h§Ð,³¢©§µú,2006,0.187,59,118,107,11,8,20,15,4,0,1,27,5,7,0,0,34,0,4,0,0,1,0.237,0.252,0.489,0.781,0.21
°h§Ð,°ª§Óºõ,2006,0.316,58,200,174,21,18,55,44,8,2,1,70,11,14,1,3,17,6,9,0,2,1,0.377,0.402,0.779,1.846,1
°h§Ð,ªô«T¤å,2006,0.243,58,119,107,12,5,26,22,3,0,1,32,4,9,0,1,19,1,2,0,1,2,0.308,0.299,0.607,1.207,0.53
°h§Ð,¶À®õÀs,2006,0.184,58,155,136,9,6,25,22,3,0,0,28,3,4,0,3,26,2,12,0,4,2,0.224,0.206,0.43,1.853,0.27
°h§Ð,´¿»¨¾s,2006,0.287,57,187,164,27,24,47,29,15,0,3,71,18,17,0,4,33,5,1,1,3,2,0.366,0.433,0.799,0.911,0.64
°h§Ð,¶À¥¿°¶,2006,0.238,57,180,168,18,10,40,36,4,0,0,44,4,6,0,2,28,1,3,1,5,2,0.271,0.262,0.533,1.213,0.29
°h§Ð,³¯Ãh¤s,2006,0.26,56,199,169,16,21,44,38,6,0,0,50,6,22,0,0,28,2,6,2,0,1,0.342,0.296,0.638,1.442,0.79
°h§Ð,¥Ûª÷¨ü,2006,0.239,55,159,142,9,12,34,29,5,0,0,39,5,11,0,1,21,2,4,1,0,1,0.297,0.275,0.572,1.421,0.57
²{§Ð,©P«ä»ô,2006,0.233,55,160,146,12,15,34,28,3,2,1,44,6,9,0,0,17,2,4,1,7,0,0.276,0.301,0.577,1.326,0.53
°h§Ð,³¯°·°¶,2006,0.238,54,175,151,26,12,36,24,7,3,2,55,12,19,0,0,42,3,3,2,1,0,0.32,0.364,0.684,1.6,0.45
°h§Ð,¶§ªF¯q,2006,0.125,53,30,24,11,1,3,3,0,0,0,3,0,3,0,0,8,0,3,0,4,1,0.222,0.125,0.347,2.2,0.38
°h§Ð,¬¥¥i,2006,0.283,52,213,180,23,28,51,40,6,1,4,71,11,26,1,6,23,0,0,1,1,1,0.39,0.394,0.784,0.877,1.39
°h§Ð,°ª¬FµØ,2006,0.184,51,151,125,7,9,23,20,2,0,1,28,3,13,0,5,34,2,8,0,0,1,0.287,0.224,0.511,1.375,0.53
°h§Ð,¨©¯÷,2006,0.343,49,187,172,21,37,59,43,13,0,3,81,16,10,1,1,21,7,0,4,0,0,0.374,0.471,0.845,0.811,0.52
°h§Ð,¨©§J,2006,0.292,49,198,185,26,22,54,35,15,0,4,81,19,11,0,2,48,7,0,0,0,0,0.338,0.438,0.776,0.596,0.27
°h§Ð,´^¬F¶{,2006,0.351,48,190,154,25,22,54,38,10,0,6,82,16,30,5,5,39,2,0,1,4,1,0.468,0.532,1,2.1,0.9
°h§Ð,¸ë¦è¨È,2006,0.339,48,188,174,22,23,59,48,7,3,1,75,11,11,0,0,22,2,1,2,8,4,0.374,0.431,0.805,1.286,0.5
°h§Ð,¸­ªøÀs,2006,0.274,48,126,113,13,13,31,28,3,0,0,34,3,8,0,1,21,1,3,0,0,2,0.328,0.301,0.629,1.783,0.43
°h§Ð,·¨³Õ¤Ð,2006,0.236,47,156,127,18,15,30,23,5,1,1,40,7,20,0,2,16,2,5,2,0,1,0.344,0.315,0.659,1.378,1.38
°h§Ð,³\¶{´P,2006,0.242,44,107,95,6,5,23,19,4,0,0,27,4,12,0,0,26,2,0,0,0,0,0.327,0.284,0.611,1.706,0.46
°h§Ð,³¯¥Ã­õ,2006,0.231,44,121,108,11,11,25,18,6,0,1,34,7,4,0,1,28,3,8,0,1,1,0.265,0.315,0.58,1.864,0.18
°h§Ð,¬Iª÷¨å,2006,0.252,43,153,139,18,15,35,31,1,1,2,44,4,7,1,0,17,4,5,2,0,0,0.284,0.317,0.601,1.611,0.41
°h§Ð,±i®a·½,2006,0.203,43,81,69,7,5,14,12,2,0,0,16,2,4,0,1,13,0,7,0,0,0,0.257,0.232,0.489,1.45,0.38
°h§Ð,³¯­PÄP,2006,0.2,43,90,85,8,5,17,12,5,0,0,22,5,3,0,0,17,2,2,0,1,0,0.227,0.259,0.486,2.313,0.18
°h§Ð,¾G¹FÂE,2006,0.26,41,51,50,5,5,13,10,2,1,0,17,3,0,0,0,9,0,0,1,1,0,0.255,0.34,0.595,2.625,0
°h§Ð,³¯§J¦|,2006,0.268,37,76,71,10,4,19,16,2,1,0,23,3,1,0,1,18,1,2,1,0,0,0.284,0.324,0.608,1.643,0.11
°h§Ð,§õ§Ó³Ç,2006,0.173,37,89,75,11,12,13,8,3,0,2,22,5,10,0,1,16,3,2,1,0,0,0.276,0.293,0.569,1.333,0.69
°h§Ð,½²Â×¦w,2006,0.266,35,144,124,16,20,33,23,3,3,4,54,10,10,0,3,26,3,4,3,0,0,0.329,0.435,0.764,0.8,0.5
°h§Ð,Ã¹ªQ¥Ã,2006,0.254,35,67,63,3,2,16,15,1,0,0,17,1,1,0,1,19,1,2,0,0,0,0.277,0.27,0.547,1.5,0.11
°h§Ð,³\®p»«,2006,0.197,35,66,61,9,4,12,11,0,1,0,14,1,3,0,0,12,0,2,0,3,4,0.234,0.23,0.464,6.8,0.25
°h§Ð,³¯´¼¥°,2006,0.123,35,72,65,5,6,8,6,1,1,0,11,2,4,0,1,19,1,2,0,1,0,0.186,0.169,0.355,1.353,0.26
°h§Ð,¾G¥ü¦æ,2006,0.24,34,84,75,8,7,18,16,1,0,1,22,2,5,0,0,7,1,3,1,2,2,0.284,0.293,0.577,1.455,0.71
°h§Ð,³¢¤@®p,2006,0.157,32,78,70,6,10,11,7,3,1,0,16,4,3,0,0,24,3,5,0,0,0,0.192,0.229,0.421,2.333,0.13
°h§Ð,ªLÂE»·,2006,0.292,31,111,106,7,13,31,22,6,0,3,46,9,1,0,3,13,7,0,1,0,0,0.315,0.434,0.749,1.864,0.31
°h§Ð,§E¶i¼w,2006,0.333,30,3,3,9,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,3,1,0.333,0.333,0.666,0,0
°h§Ð,²ø´º¶P,2006,0.234,30,72,64,7,5,15,13,1,0,1,19,2,4,0,0,12,0,3,1,7,0,0.275,0.297,0.572,1.929,0.33
°h§Ð,¥ÐÅã©ú,2006,0.217,30,81,69,7,8,15,13,2,0,0,17,2,9,0,2,21,4,0,1,0,0,0.321,0.246,0.567,2.4,0.52
°h§Ð,¥¬¹p,2006,0.282,28,119,103,20,25,29,13,7,0,9,63,16,14,1,1,16,3,0,1,0,0,0.37,0.612,0.982,0.788,0.94
°h§Ð,³\¸tªN,2006,0.149,28,54,47,4,2,7,7,0,0,0,7,0,7,1,0,11,2,0,0,0,0,0.259,0.149,0.408,2.222,0.64
°h§Ð,¤ý§Óºa,2006,0.262,27,47,42,6,4,11,10,1,0,0,12,1,4,0,1,11,3,0,0,0,0,0.34,0.286,0.626,3,0.45
°h§Ð,¯Î¦A¥Í,2006,0.156,27,52,45,4,1,7,6,1,0,0,8,1,4,0,3,9,2,0,0,0,0,0.269,0.178,0.447,1.9,0.78
°h§Ð,¶À°ª«T,2006,0.15,25,25,20,2,2,3,3,0,0,0,3,0,5,0,0,5,0,0,0,0,0,0.32,0.15,0.47,1.4,1
°h§Ð,·¨¶i¶¯,2006,0.222,24,28,27,3,2,6,6,0,0,0,6,0,1,0,0,6,0,0,0,0,0,0.25,0.222,0.472,0.875,0.17
°h§Ð,§d­×¦|,2006,0.158,23,39,38,3,1,6,6,0,0,0,6,0,1,0,0,10,1,0,0,0,0,0.179,0.158,0.337,2.667,0.1
°h§Ð,³\µq»Ê,2006,0.294,21,39,34,1,1,10,10,0,0,0,10,0,3,0,0,5,1,1,1,1,0,0.342,0.294,0.636,2,0.6
°h§Ð,¤ý¤lÛp,2006,0.082,21,59,49,3,3,4,4,0,0,0,4,0,4,0,1,13,0,5,0,1,0,0.167,0.082,0.249,1.313,0.38
°h§Ð,±i¨|«O,2006,0.333,18,6,6,6,0,2,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0.333,0.333,0.666,0,0
°h§Ð,³¯¤å»«,2006,0.191,17,55,47,8,6,9,6,2,0,1,14,3,7,0,1,13,0,0,0,1,0,0.309,0.298,0.607,1.5,0.62
°h§Ð,ªL¸t³Í,2006,0.138,17,30,29,2,4,4,3,0,0,1,7,1,1,0,0,12,0,0,0,0,0,0.167,0.241,0.408,1.167,0.08
°h§Ð,§E¶i¼w,2006,0.217,16,25,23,6,1,5,5,0,0,0,5,0,0,0,0,4,1,1,1,3,0,0.208,0.217,0.425,1.667,0
°h§Ð,¾G´º¯q,2006,0.12,16,33,25,1,3,3,2,1,0,0,4,1,7,1,0,12,0,1,0,0,0,0.313,0.16,0.473,1.75,0.58
°h§Ð,¬f¹y,2006,0.269,15,57,52,5,13,14,8,2,0,4,28,6,2,0,2,9,2,0,1,0,0,0.316,0.538,0.854,1.727,0.44
°h§Ð,¶À¤p°¶,2006,0.261,14,27,23,0,3,6,5,1,0,0,7,1,3,0,0,6,0,0,1,0,0,0.333,0.304,0.637,5,0.5
°h§Ð,¼ïªZ¶¯,2006,0.2,14,40,35,4,6,7,4,1,2,0,12,3,4,0,1,11,0,0,0,0,0,0.3,0.343,0.643,1.125,0.45
°h§Ð,³¯¤¸¥Ò,2006,0.13,14,25,23,2,1,3,2,0,1,0,5,1,1,0,0,4,1,1,0,0,0,0.167,0.217,0.384,0.889,0.25
°h§Ð,ªL¹¥°¶,2006,0.067,14,15,15,0,0,1,1,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0.067,0.067,0.134,0.125,0
°h§Ð,¤ý«T¤¯,2006,0,14,15,13,1,1,0,0,0,0,0,0,0,1,0,0,4,1,0,1,0,0,0.067,0,0.067,1.5,0.25
°h§Ð,ªô¥ø±l,2006,0,14,5,3,3,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0.4,0,0.4,0,1
°h§Ð,³¯§Ó°¶,2006,0.364,13,12,11,1,0,4,2,2,0,0,6,2,1,0,0,6,0,0,0,0,0,0.417,0.545,0.962,0,0.17
°h§Ð,?§§¾±,2006,0.19,13,22,21,1,2,4,3,1,0,0,5,1,0,0,0,8,1,1,0,0,0,0.19,0.238,0.428,2.333,0
°h§Ð,¤ý«Ø±j,2006,0.135,13,43,37,4,6,5,2,1,0,2,12,3,4,0,2,11,0,0,0,0,0,0.256,0.324,0.58,2.5,0.55
°h§Ð,´¿Ãè®p,2006,0.4,12,6,5,1,1,2,2,0,0,0,2,0,1,0,0,2,0,0,0,1,0,0.5,0.4,0.9,0,0.5
°h§Ð,¥§º¸´Ë,2006,0.186,12,47,43,2,4,8,7,0,0,1,11,1,2,0,0,2,2,1,1,1,1,0.217,0.256,0.473,0.842,1
°h§Ð,ªL©ú¾Ë,2006,0.348,11,25,23,1,2,8,7,1,0,0,9,1,0,0,0,5,0,2,0,0,0,0.348,0.391,0.739,5,0
°h§Ð,¬Iµ¾³Í,2006,0.167,11,19,18,1,0,3,3,0,0,0,3,0,1,0,0,3,0,0,0,0,0,0.211,0.167,0.378,0.714,0.33
°h§Ð,¼B®a»¨,2006,0.176,10,19,17,2,1,3,2,1,0,0,4,1,1,0,0,3,1,0,1,0,0,0.211,0.235,0.446,5,0.33
°h§Ð,³¯«T½÷,2006,0.111,10,9,9,0,0,1,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0.111,0.111,0.222,0,0
°h§Ð,¶À¥ÌÀM,2006,0.333,9,32,27,6,2,9,9,0,0,0,9,0,1,0,0,4,0,4,0,1,0,0.357,0.333,0.69,5,0.25
°h§Ð,¤Ú´µ,2006,0.25,8,24,24,4,3,6,4,0,1,1,11,2,0,0,0,7,0,0,0,0,0,0.25,0.458,0.708,2.667,0
°h§Ð,±i¥Á¿Î,2006,0.222,8,19,18,2,2,4,3,0,0,1,7,1,1,0,0,3,0,0,0,0,1,0.263,0.389,0.652,2.667,0.33
°h§Ð,©P´Ë¼Ý,2006,0.571,7,8,7,2,0,4,4,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0.625,0.571,1.196,0,1
°h§Ð,¥Û«Û½n,2006,0.25,7,9,8,3,0,2,2,0,0,0,2,0,1,0,0,2,0,0,0,1,0,0.333,0.25,0.583,1,0.5
°h§Ð,´¿®a½å,2006,0.182,7,12,11,0,2,2,0,1,1,0,5,2,1,0,0,7,0,0,0,0,0,0.25,0.455,0.705,0,0.14
°h§Ð,¥d²r¤h,2006,0.214,6,16,14,1,1,3,2,0,0,1,6,1,1,0,1,1,0,0,0,0,0,0.313,0.429,0.742,1.5,2
°h§Ð,¶À¯EµM,2006,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
°h§Ð,¸â©i¤h,2006,0.167,3,12,12,0,0,2,1,1,0,0,3,1,0,0,0,5,1,0,0,0,0,0.167,0.25,0.417,4,0
°h§Ð,³\¶Ç¸Û,2006,0,3,5,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0.2,0,0.2,0,0.5
°h§Ð,­J¶i¤Ò,2006,0.5,2,2,2,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.5,0.5,1,0,0
°h§Ð,³\´¼±j,2006,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
°h§Ð,¤ý«T¤å,2006,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0
°h§Ð,´^¬FªY,2006,0,1,4,3,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0.25,0,0.25,0,0.5
°h§Ð,´¿Öö¸Û,2006,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
°h§Ð,¤ý®f¯E,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
²{§Ð,°ª°ê¼y,2007,0.358,100,459,425,79,89,152,107,24,1,20,238,45,29,2,1,51,20,0,4,0,2,0.397,0.56,0.957,1.132,0.59
°h§Ð,±i®õ¤s,2007,0.318,100,434,402,62,80,128,90,19,0,19,204,38,22,3,7,55,16,0,3,12,1,0.362,0.507,0.869,1.44,0.53
°h§Ð,³¢»Ê¤¯,2007,0.294,100,463,412,64,36,121,104,12,3,2,145,17,38,1,5,66,3,7,1,6,4,0.36,0.352,0.712,1.949,0.65
°h§Ð,¤ý©y¥Á,2007,0.287,100,413,383,52,20,110,91,18,0,1,131,19,15,0,4,37,7,8,3,14,9,0.319,0.342,0.661,1.398,0.51
°h§Ð,¥Û§Ó°¶,2007,0.263,100,438,399,53,36,105,87,12,3,2,128,17,24,0,7,33,8,7,1,7,4,0.316,0.321,0.637,1.28,0.94
°h§Ð,¥¬¹p,2007,0.313,99,456,399,94,107,125,71,21,0,33,245,54,42,6,12,44,11,0,3,1,1,0.393,0.614,1.007,0.664,1.23
°h§Ð,³\°ê¶©,2007,0.304,99,395,368,43,56,112,81,23,1,7,158,31,20,1,3,75,13,0,4,0,2,0.342,0.429,0.771,1.011,0.31
°h§Ð,¶ÀÀs¸q,2007,0.281,99,428,384,76,41,108,78,16,2,12,164,30,31,0,9,65,10,3,1,27,8,0.348,0.427,0.775,1.529,0.62
°h§Ð,³¯®p¥Á,2007,0.213,99,339,305,24,35,65,43,14,2,6,101,22,22,0,3,41,6,6,3,2,1,0.27,0.331,0.601,1.261,0.61
°h§Ð,¾G¹FÂE,2007,0.315,98,359,311,64,35,98,75,15,5,3,132,23,30,1,8,55,3,6,4,12,6,0.385,0.424,0.809,1.4,0.69
°h§Ð,°ª«T±j,2007,0.301,98,407,342,57,55,103,75,17,4,7,149,28,56,0,5,56,5,1,3,19,3,0.404,0.436,0.84,1.338,1.09
°h§Ð,¤ý¶Ç®a,2007,0.297,98,432,380,62,50,113,79,25,2,7,163,34,46,0,2,48,9,1,3,2,1,0.374,0.429,0.803,0.784,1
°h§Ð,´^¬F¶{,2007,0.362,97,409,345,80,64,125,87,17,0,21,205,38,56,8,4,67,17,0,4,12,5,0.452,0.594,1.046,1.617,0.9
°h§Ð,³¯Ãh¤s,2007,0.279,96,423,380,54,49,106,88,11,1,6,137,18,32,1,5,64,5,5,1,4,3,0.342,0.361,0.703,1.541,0.58
°h§Ð,ÁÂ¨Î½å,2007,0.352,95,425,372,84,79,131,78,32,2,19,224,53,42,1,6,80,11,0,5,5,0,0.421,0.602,1.023,1.075,0.6
°h§Ð,°ªÞ³,2007,0.268,95,371,321,43,64,86,54,22,1,9,137,32,36,1,1,54,14,10,3,1,1,0.341,0.427,0.768,1.425,0.69
°h§Ð,§E½å©ú,2007,0.228,95,358,320,47,25,73,59,9,3,2,94,14,26,0,3,62,5,8,1,8,1,0.291,0.294,0.585,1.506,0.47
°h§Ð,¼BªÜ»¨,2007,0.338,94,360,328,45,58,111,76,25,1,9,165,35,26,0,4,62,10,1,1,7,3,0.393,0.503,0.896,0.963,0.48
°h§Ð,¾G¥ü¦æ,2007,0.301,94,409,366,63,44,110,83,15,3,9,158,27,35,0,2,54,9,1,5,3,3,0.36,0.432,0.792,0.778,0.69
°h§Ð,¶§´Ë,2007,0.296,94,403,341,67,65,101,76,17,0,8,142,25,46,1,12,69,10,1,3,8,4,0.396,0.416,0.812,1.5,0.84
°h§Ð,¶À¥¿°¶,2007,0.295,94,380,352,49,27,104,91,11,0,2,121,13,16,2,3,64,10,5,4,18,5,0.328,0.344,0.672,1.144,0.3
°h§Ð,³\¤H¤¶,2007,0.285,93,323,284,48,27,81,65,11,2,3,105,16,14,0,9,36,8,14,2,9,8,0.337,0.37,0.707,1.859,0.64
°h§Ð,¼ïªZ¶¯,2007,0.319,92,412,360,66,44,115,91,14,4,6,155,24,44,0,7,74,5,0,1,3,1,0.403,0.431,0.834,1.73,0.69
²{§Ð,©P«ä»ô,2007,0.308,92,252,221,41,34,68,46,14,1,7,105,22,22,1,2,41,8,5,2,5,1,0.372,0.475,0.847,0.983,0.59
°h§Ð,·¨ºÍ´¼,2007,0.32,90,260,231,35,19,74,63,11,0,0,85,11,16,0,3,29,3,9,1,7,1,0.371,0.368,0.739,2.538,0.66
°h§Ð,ªLÂE»·,2007,0.305,89,350,325,51,60,99,67,18,2,12,157,32,21,1,2,43,18,0,2,0,0,0.349,0.483,0.832,1.403,0.53
°h§Ð,Ä¬«Øºa,2007,0.214,89,245,215,24,19,46,35,9,0,2,61,11,21,0,3,45,3,2,4,5,1,0.288,0.284,0.572,0.94,0.53
°h§Ð,³¯ª÷¾W,2007,0.382,88,369,301,70,66,115,73,13,3,26,212,42,61,8,5,50,11,0,2,11,3,0.491,0.704,1.195,1.226,1.32
°h§Ð,´¿»¨¾s,2007,0.246,88,327,285,36,32,70,48,15,3,4,103,22,33,2,4,52,10,2,3,6,4,0.329,0.361,0.69,1.435,0.71
°h§Ð,¾HãÂ¶§,2007,0.296,87,300,270,42,38,80,57,12,2,9,123,23,26,1,2,36,3,0,2,4,0,0.36,0.456,0.816,1.108,0.78
°h§Ð,³¯³s§»,2007,0.286,87,308,266,49,48,76,48,16,1,11,127,28,33,1,3,47,10,0,6,3,2,0.364,0.477,0.841,0.987,0.77
°h§Ð,ªL©v¨k,2007,0.267,87,305,262,38,26,70,50,12,6,2,100,20,29,0,6,43,2,5,3,3,2,0.35,0.382,0.732,1.532,0.81
°h§Ð,°ª§Óºõ,2007,0.294,86,338,303,49,47,89,69,14,1,5,120,20,26,1,5,34,11,1,3,1,4,0.356,0.396,0.752,1.165,0.91
°h§Ð,´¿µØ°¶,2007,0.289,86,299,270,35,27,78,66,8,2,2,96,12,21,0,2,44,4,6,0,3,6,0.345,0.356,0.701,2.348,0.52
°h§Ð,¤ý«H¥Á,2007,0.254,84,280,244,28,25,62,49,8,2,3,83,13,27,1,1,38,6,5,3,5,1,0.327,0.34,0.667,1.203,0.74
°h§Ð,¼B¯ÕªY,2007,0.25,84,302,268,30,26,67,56,9,2,0,80,11,17,0,3,48,6,11,3,8,5,0.299,0.299,0.598,2.63,0.42
°h§Ð,³¯§Ó°¶,2007,0.314,83,304,287,26,45,90,67,14,6,3,125,23,8,0,3,49,14,3,3,0,1,0.336,0.436,0.772,1.75,0.22
°h§Ð,³¢©§µú,2007,0.292,83,273,243,21,38,71,58,9,0,4,92,13,18,1,2,47,6,6,4,4,3,0.341,0.379,0.72,0.8,0.43
²{§Ð,ªL´¼³Ó,2007,0.311,80,331,289,58,59,90,55,17,2,16,159,35,36,4,4,49,14,1,1,5,7,0.394,0.55,0.944,1.027,0.82
°h§Ð,¤ýª÷«i,2007,0.262,80,242,210,20,24,55,44,6,2,3,74,11,17,0,4,22,6,8,3,1,0,0.325,0.352,0.677,1.118,0.95
°h§Ð,½±´¼Áo,2007,0.293,78,276,249,29,39,73,58,9,1,5,99,15,15,0,7,54,9,2,3,1,0,0.347,0.398,0.745,1.442,0.41
°h§Ð,³¯·ç®¶,2007,0.322,77,318,283,36,39,91,78,11,1,1,107,13,22,0,2,27,15,8,3,0,0,0.371,0.378,0.749,1.933,0.89
°h§Ð,³¢©§µa,2007,0.258,76,201,186,24,29,48,30,12,0,6,78,18,14,0,1,47,3,0,0,0,0,0.313,0.419,0.732,1.22,0.32
°h§Ð,³¯§J¦|,2007,0.244,76,199,180,24,32,44,32,7,3,2,63,12,12,0,2,26,5,1,4,2,0,0.293,0.35,0.643,1.018,0.54
°h§Ð,¾G©÷©ú,2007,0.215,76,264,223,25,24,48,31,13,1,3,72,17,22,0,2,50,9,14,3,0,2,0.288,0.323,0.611,1.29,0.48
°h§Ð,¥C©÷ºa,2007,0.284,75,173,155,13,13,44,36,7,1,0,53,8,7,0,9,38,4,2,0,0,0,0.351,0.342,0.693,0.786,0.42
°h§Ð,½²«Ø°¶,2007,0.254,75,229,201,27,18,51,40,6,4,1,68,11,23,0,2,47,6,3,0,4,1,0.336,0.338,0.674,1.524,0.53
°h§Ð,¶§ªF¯q,2007,0.218,75,205,179,29,14,39,30,6,2,1,52,9,16,0,1,56,1,9,0,7,1,0.286,0.291,0.577,1.163,0.3
°h§Ð,¸­ªøÀs,2007,0.207,74,154,140,25,11,29,22,5,0,2,40,7,7,0,2,24,5,4,1,2,2,0.253,0.286,0.539,1.875,0.38
°h§Ð,·¨ªQ©¶,2007,0.325,73,241,228,40,28,74,57,12,4,1,97,17,9,0,1,31,1,2,1,9,1,0.351,0.425,0.776,1.681,0.32
°h§Ð,¯Î¦A¥Í,2007,0.272,73,171,147,22,18,40,33,5,1,1,50,7,14,0,5,36,0,4,1,1,1,0.353,0.34,0.693,1.171,0.53
°h§Ð,³¯«a¥ô,2007,0.358,71,292,268,43,42,96,78,12,1,5,125,18,17,1,6,21,9,0,1,0,1,0.408,0.466,0.874,1.714,1.1
°h§Ð,¬ö«TÅï,2007,0.269,69,310,268,43,28,72,53,14,5,0,96,19,32,4,2,33,4,5,3,19,5,0.348,0.358,0.706,1.25,1.03
°h§Ð,¸­§g¼ý,2007,0.243,69,237,218,19,20,53,43,8,1,1,66,10,6,0,7,33,2,5,1,1,2,0.284,0.303,0.587,1.978,0.39
°h§Ð,³¯°·°¶,2007,0.277,68,226,195,30,31,54,41,9,1,3,74,13,26,1,0,37,3,2,3,5,2,0.357,0.379,0.736,0.879,0.7
°h§Ð,³¯´¼¥°,2007,0.243,66,205,185,20,22,45,33,9,1,2,62,12,7,0,6,51,6,3,4,2,2,0.287,0.335,0.622,1.133,0.25
°h§Ð,³¯¹Å§»,2007,0.269,65,186,171,21,17,46,29,12,0,5,73,17,10,0,3,33,7,1,1,1,0,0.319,0.427,0.746,1,0.39
°h§Ð,§E¶i¼w,2007,0.255,65,208,184,25,10,47,44,1,2,0,52,3,12,0,0,32,3,12,0,5,4,0.301,0.283,0.584,1.925,0.38
°h§Ð,¤ý¤lÛp,2007,0.259,64,152,139,17,18,36,29,6,0,1,45,7,7,0,1,30,5,4,1,1,0,0.297,0.324,0.621,1.108,0.27
°h§Ð,´¿º~¦{,2007,0.245,64,195,159,17,27,39,24,10,0,5,64,15,29,3,3,27,3,2,2,0,1,0.368,0.403,0.771,1.109,1.19
